site,comp,rep,clone,core,age,rwidth,dens,year,mfa,moe,new.age
Waitarere Beach,47,3,486,a,4,20.025,436,2006,33.3,4.1,6
Waitarere Beach,47,3,486,a,5,18.625,431,2007,28.6,5.2,7
Waitarere Beach,47,3,486,a,6,13.4,476,2008,23.6,7.6,8
Waitarere Beach,47,3,486,a,7,12.5,439,2009,22.2,7.8,9
Waitarere Beach,47,3,486,a,8,9.775,461,2010,18.9,9.4,10
Waitarere Beach,47,3,486,a,9,7.6,472,2011,16.2,11.5,11
Waitarere Beach,47,3,495,x,1,2.25,403,2003,30.8,2.8,3
Waitarere Beach,47,3,495,x,2,17.15,395,2004,33.7,2.7,4
Waitarere Beach,47,3,495,x,3,21.875,377,2005,30.7,2.6,5
Waitarere Beach,47,3,495,x,4,24.175,403,2006,29.5,3.2,6
Waitarere Beach,47,3,495,x,5,20.675,417,2007,29.5,3.6,7
Waitarere Beach,47,3,495,x,6,13.225,450,2008,26.3,5.6,8
Waitarere Beach,47,3,495,x,7,13.225,455,2009,23.4,6.9,9
Waitarere Beach,47,3,495,x,8,13.425,486,2010,21.9,8.2,10
Waitarere Beach,47,3,495,x,9,9.5,475,2011,20.4,9.4,11
Waitarere Beach,47,3,495,a,1,1.35,416,2003,31.2,3.1,3
Waitarere Beach,47,3,495,a,2,20.25,380,2004,35.6,2.7,4
Waitarere Beach,47,3,495,a,3,23.15,406,2005,32.4,3.9,5
Waitarere Beach,47,3,495,a,4,24.25,431,2006,29,4.6,6
Waitarere Beach,47,3,495,a,5,25.95,435,2007,30.7,4.3,7
Waitarere Beach,47,3,495,a,6,19.3,472,2008,27.5,5.8,8
Waitarere Beach,47,3,495,a,7,20.8,472,2009,25.6,6.6,9
Waitarere Beach,47,3,495,a,8,17.375,500,2010,23.4,7.5,10
Waitarere Beach,47,3,495,a,9,15.625,517,2011,23.8,8.1,11
Waitarere Beach,47,4,125,x,1,5.125,420,2002,36.1,2.3,2
Waitarere Beach,47,4,125,x,2,10.4,433,2003,32.9,3.3,3
Waitarere Beach,47,4,125,x,3,22.25,408,2004,36.3,2.4,4
Waitarere Beach,47,4,125,x,4,17.9,439,2005,33.7,3.2,5
Waitarere Beach,47,4,125,x,5,19.2,479,2006,33.1,3.7,6
Waitarere Beach,47,4,125,x,6,18.725,464,2007,31.5,4.2,7
Waitarere Beach,47,4,125,x,7,13.35,509,2008,29.4,5.8,8
Waitarere Beach,47,4,125,x,8,11.525,452,2009,30.8,5.2,9
Waitarere Beach,47,4,125,x,9,11.75,470,2010,28.3,6.2,10
Waitarere Beach,47,4,125,x,10,7.15,454,2011,25.5,7.1,11
Waitarere Beach,47,4,125,a,1,4.2,402,2002,30.5,2,2
Waitarere Beach,47,4,125,a,2,12.95,430,2003,30,2.5,3
Waitarere Beach,47,4,125,a,3,24.075,445,2004,31.1,2,4
Waitarere Beach,47,4,125,a,4,18.4,465,2005,30.3,2.7,5
Waitarere Beach,47,4,125,a,5,18.05,501,2006,30.5,3.7,6
Waitarere Beach,47,4,125,a,6,21.95,494,2007,29.1,4.3,7
Waitarere Beach,47,4,125,a,7,16.3,527,2008,28.6,5.4,8
Waitarere Beach,47,4,125,a,8,13.4,496,2009,27.7,5.3,9
Waitarere Beach,47,4,125,a,9,12.725,492,2010,27.5,6.4,10
Waitarere Beach,47,4,125,a,10,7.625,500,2011,24,8.3,11
Waitarere Beach,47,4,158,x,1,20.775,377,2004,29,3.3,4
Waitarere Beach,47,4,158,x,2,21.825,390,2005,30.6,4.3,5
Waitarere Beach,47,4,158,x,3,26.8,382,2006,28.9,4,6
Waitarere Beach,47,4,158,x,4,28.875,392,2007,26.5,4.5,7
Waitarere Beach,47,4,158,x,5,23.725,418,2008,24.4,6,8
Waitarere Beach,47,4,158,x,6,23.45,454,2009,22.3,7.2,9
Waitarere Beach,47,4,158,x,7,23.825,459,2010,22,7.5,10
Waitarere Beach,47,4,158,x,8,20.075,457,2011,21.1,8.2,11
Waitarere Beach,47,4,158,a,1,20.65,388,2004,29.5,3.6,4
Waitarere Beach,47,4,158,a,2,21.925,367,2005,30.1,4,5
Waitarere Beach,47,4,158,a,3,25.75,389,2006,31.8,3.9,6
Waitarere Beach,47,4,158,a,4,26.4,380,2007,29.2,4.3,7
Waitarere Beach,47,4,158,a,5,21.675,413,2008,23.8,6.3,8
Waitarere Beach,47,4,158,a,6,22.725,428,2009,22.2,7.1,9
Waitarere Beach,47,4,158,a,7,19.9,456,2010,19.7,8.4,10
Waitarere Beach,47,4,158,a,8,18.3,484,2011,19.1,9.4,11
Waitarere Beach,47,4,159,x,1,2,525,2003,41.9,2.1,3
Waitarere Beach,47,4,159,x,2,19.95,353,2004,37.1,2.1,4
Waitarere Beach,47,4,159,x,3,17.2,368,2005,30.9,3.6,5
Waitarere Beach,47,4,159,x,4,23.025,362,2006,34.2,3.2,6
Waitarere Beach,47,4,159,x,5,23.125,382,2007,31.7,4.1,7
Waitarere Beach,47,4,159,x,6,19.05,412,2008,28,5.1,8
Waitarere Beach,47,4,159,x,7,19.05,413,2009,26.3,5.4,9
Waitarere Beach,47,4,159,x,8,19.25,420,2010,25.5,6.2,10
Waitarere Beach,47,4,159,x,9,18.575,439,2011,22.9,7.2,11
Waitarere Beach,47,4,159,a,1,2.475,475,2003,35.3,2,3
Waitarere Beach,47,4,159,a,2,22.45,356,2004,33.1,2.2,4
Waitarere Beach,47,4,159,a,3,23.55,370,2005,33.4,2.8,5
Waitarere Beach,47,4,159,a,4,26.725,365,2006,31.8,2.9,6
Waitarere Beach,47,4,159,a,5,23.8,402,2007,29.5,4.4,7
Waitarere Beach,47,4,159,a,6,20.3,427,2008,28.5,5,8
Waitarere Beach,47,4,159,a,7,23.575,464,2009,28.6,5.2,9
Waitarere Beach,47,4,159,a,8,27.475,445,2010,27.9,5.1,10
Waitarere Beach,47,4,159,a,9,27.725,456,2011,28.7,4.8,11
Waitarere Beach,47,4,166,x,1,5.15,479,2002,30.6,2.3,2
Waitarere Beach,47,4,166,x,2,11.35,352,2003,28.7,2.6,3
Waitarere Beach,47,4,166,x,3,20,363,2004,27.1,3.5,4
Waitarere Beach,47,4,166,x,4,20.8,387,2005,26.6,4.5,5
Waitarere Beach,47,4,166,x,5,24.775,403,2006,26.5,4.5,6
Waitarere Beach,47,4,166,x,6,25.425,418,2007,26.3,5.2,7
Waitarere Beach,47,4,166,x,7,21.45,407,2008,25,5.3,8
Waitarere Beach,47,4,166,x,8,17.625,383,2009,24.3,5.3,9
Waitarere Beach,47,4,166,x,9,14.55,392,2010,25.5,5.7,10
Waitarere Beach,47,4,166,x,10,13.025,415,2011,24.4,7,11
Waitarere Beach,47,4,166,a,1,4.875,407,2002,37.1,2,2
Waitarere Beach,47,4,166,a,2,13.675,351,2003,33.3,2.9,3
Waitarere Beach,47,4,166,a,3,24.725,376,2004,34.3,2.6,4
Waitarere Beach,47,4,166,a,4,23.1,393,2005,31.6,3.4,5
Waitarere Beach,47,4,166,a,5,18.4,414,2006,26.6,4.7,6
Waitarere Beach,47,4,166,a,6,18.025,434,2007,24.8,6.2,7
Waitarere Beach,47,4,166,a,7,15.4,422,2008,26.1,5.6,8
Waitarere Beach,47,4,166,a,8,12.575,405,2009,23.2,6.4,9
Waitarere Beach,47,4,166,a,9,12.3,389,2010,21,6.9,10
Waitarere Beach,47,4,166,a,10,9.125,413,2011,20,8,11
Waitarere Beach,47,4,234,x,1,18.35,410,2004,38.2,2.9,4
Waitarere Beach,47,4,234,x,2,17,422,2005,32.4,3.8,5
Waitarere Beach,47,4,234,x,3,19.425,446,2006,32.9,3.7,6
Waitarere Beach,47,4,234,x,4,25.025,471,2007,32.5,3.9,7
Waitarere Beach,47,4,234,x,5,18.525,469,2008,31.2,4.5,8
Waitarere Beach,47,4,234,x,6,16.425,469,2009,29.1,5.4,9
Waitarere Beach,47,4,234,x,7,16.65,483,2010,28.1,6,10
Waitarere Beach,47,4,234,x,8,11.65,516,2011,24,8.9,11
Waitarere Beach,47,4,234,a,1,17.85,398,2004,36.2,2.9,4
Waitarere Beach,47,4,234,a,2,15.625,412,2005,34.1,3.2,5
Waitarere Beach,47,4,234,a,3,18.875,424,2006,34.1,3.4,6
Waitarere Beach,47,4,234,a,4,21.7,434,2007,32.9,3.5,7
Waitarere Beach,47,4,234,a,5,15.25,466,2008,31,4.9,8
Waitarere Beach,47,4,234,a,6,14.65,472,2009,29.3,5.5,9
Waitarere Beach,47,4,234,a,7,14.275,461,2010,27.1,6.5,10
Waitarere Beach,47,4,234,a,8,10.85,502,2011,22.5,9.5,11
Waitarere Beach,47,4,465,x,1,15.7,428,2003,31.8,4.1,3
Waitarere Beach,47,4,465,x,2,26.975,452,2004,38.6,3,4
Waitarere Beach,47,4,465,x,3,26.7,451,2005,37.1,3.7,5
Waitarere Beach,47,4,465,x,4,26.85,503,2006,39.5,3.2,6
Waitarere Beach,47,4,465,x,5,25.7,455,2007,36.8,3.4,7
Waitarere Beach,47,4,465,x,6,18.55,479,2008,30.2,5.5,8
Waitarere Beach,47,4,465,x,7,15.8,438,2009,26.5,6.3,9
Waitarere Beach,47,4,465,x,8,11.725,453,2010,23.4,7.6,10
Waitarere Beach,47,4,465,x,9,11.475,438,2011,21.4,8.1,11
Waitarere Beach,47,4,465,a,1,14.025,410,2003,34.5,4.5,3
Waitarere Beach,47,4,465,a,2,26,396,2004,37.3,3.4,4
Waitarere Beach,47,4,465,a,3,22.45,437,2005,36.3,3.7,5
Waitarere Beach,47,4,465,a,4,23.9,439,2006,36.7,3.5,6
Waitarere Beach,47,4,465,a,5,22.175,434,2007,34,3.5,7
Waitarere Beach,47,4,465,a,6,19.3,488,2008,31.5,4.5,8
Waitarere Beach,47,4,465,a,7,18.125,424,2009,29.4,4.7,9
Waitarere Beach,47,4,465,a,8,14.8,457,2010,26.5,5.9,10
Waitarere Beach,47,4,465,a,9,11.725,449,2011,23.7,7.7,11
Waitarere Beach,47,4,465,v,1,13.95,418,2003,34.4,4,3
Waitarere Beach,47,4,465,v,2,24.475,389,2004,33.8,3.2,4
Waitarere Beach,47,4,465,v,3,20.625,432,2005,34.1,4.1,5
Waitarere Beach,47,4,465,v,4,21.525,443,2006,31.7,4.7,6
Waitarere Beach,47,4,465,v,5,23,493,2007,34.1,3.9,7
Waitarere Beach,47,4,465,v,6,14.4,463,2008,28.6,5.9,8
Waitarere Beach,47,4,465,v,7,14.85,413,2009,25.8,6,9
Waitarere Beach,47,4,465,v,8,11.8,448,2010,21.6,8.2,10
Waitarere Beach,47,4,465,v,9,11.375,440,2011,21.8,8.2,11
Waitarere Beach,47,4,465,b,1,16.725,445,2003,33.7,4,3
Waitarere Beach,47,4,465,b,2,27.3,423,2004,35.8,3.3,4
Waitarere Beach,47,4,465,b,3,25.6,443,2005,34.5,4.2,5
Waitarere Beach,47,4,465,b,4,25.675,489,2006,36.7,3.8,6
Waitarere Beach,47,4,465,b,5,23.65,418,2007,34.3,3.8,7
Waitarere Beach,47,4,465,b,6,20.025,491,2008,32.8,4.9,8
Waitarere Beach,47,4,465,b,7,20.425,486,2009,34.1,3.7,9
Waitarere Beach,47,4,465,b,8,13.6,457,2010,30.4,5.6,10
Waitarere Beach,47,4,465,b,9,14.025,457,2011,26.5,6.6,11
Waitarere Beach,47,4,486,x,1,10.625,410,2004,37.2,3,4
Waitarere Beach,47,4,486,x,2,16.6,409,2005,32.1,3.9,5
Waitarere Beach,47,4,486,x,3,21,394,2006,28.7,4.3,6
Waitarere Beach,47,4,486,x,4,25.7,395,2007,31.6,3.7,7
Waitarere Beach,47,4,486,x,5,19.6,426,2008,28.3,5.1,8
Waitarere Beach,47,4,486,x,6,19.85,451,2009,25.2,6.5,9
Waitarere Beach,47,4,486,x,7,16.075,475,2010,21.7,8.4,10
Waitarere Beach,47,4,486,x,8,12.875,445,2011,20.5,8.5,11
Waitarere Beach,47,4,486,a,1,9.75,393,2004,38.8,2.7,4
Waitarere Beach,47,4,486,a,2,16.3,432,2005,30.8,4.5,5
Waitarere Beach,47,4,486,a,3,19.075,406,2006,28.7,4.7,6
Waitarere Beach,47,4,486,a,4,23.825,405,2007,28.9,4.5,7
Waitarere Beach,47,4,486,a,5,17.175,429,2008,26.8,5.9,8
Waitarere Beach,47,4,486,a,6,24.8,431,2009,29.6,4.4,9
Waitarere Beach,47,4,486,a,7,25.4,459,2010,30.5,4.2,10
Waitarere Beach,47,4,486,a,8,21.775,490,2011,30.8,4.3,11
Waitarere Beach,47,5,125,x,1,6.85,415,2003,30.7,2.2,3
Waitarere Beach,47,5,125,x,2,18.125,421,2004,28.4,3.8,4
Waitarere Beach,47,5,125,x,3,19.175,429,2005,29,4.4,5
Waitarere Beach,47,5,125,x,4,17.1,476,2006,26.6,5.9,6
Waitarere Beach,47,5,125,x,5,18.175,482,2007,26.5,6,7
Waitarere Beach,47,5,125,x,6,13.075,474,2008,26.5,6.2,8
Waitarere Beach,47,5,125,x,7,10.35,477,2009,25.7,6.8,9
Waitarere Beach,47,5,125,x,8,11.7,455,2010,25,6.7,10
Waitarere Beach,47,5,125,x,9,10.3,474,2011,23.4,8.1,11
Waitarere Beach,47,5,125,a,1,7.7,478,2003,38.1,2.7,3
Waitarere Beach,47,5,125,a,2,17.4,398,2004,32.8,3.4,4
Waitarere Beach,47,5,125,a,3,22.9,428,2005,38.1,2.9,5
Waitarere Beach,47,5,125,a,4,22.125,459,2006,30.8,4.4,6
Waitarere Beach,47,5,125,a,5,19.9,457,2007,30.7,5.1,7
Waitarere Beach,47,5,125,a,6,14.5,492,2008,30.3,6.1,8
Waitarere Beach,47,5,125,a,7,16.55,475,2009,30.2,5.8,9
Waitarere Beach,47,5,125,a,8,18.025,477,2010,28.9,6.1,10
Waitarere Beach,47,5,125,a,9,11.9,496,2011,26.9,7.4,11
Waitarere Beach,47,5,126,x,1,5.425,455,2002,34.1,3.4,2
Waitarere Beach,47,5,126,x,2,10.525,452,2003,38.3,2.8,3
Waitarere Beach,47,5,126,x,3,21.1,406,2004,30.7,2.8,4
Waitarere Beach,47,5,126,x,4,24.3,427,2005,29.4,3,5
Waitarere Beach,47,5,126,x,5,23.375,499,2006,29.3,3.9,6
Waitarere Beach,47,5,126,x,6,22.6,488,2007,31,3.9,7
Waitarere Beach,47,5,126,x,7,19.625,508,2008,31.9,4.8,8
Waitarere Beach,47,5,126,x,8,17.45,479,2009,31.5,4.9,9
Waitarere Beach,47,5,126,x,9,19.475,489,2010,28.9,6,10
Waitarere Beach,47,5,126,x,10,13.025,539,2011,25,8.3,11
Waitarere Beach,47,5,126,a,1,2.65,452,2002,31.5,3.3,2
Waitarere Beach,47,5,126,a,2,12.125,435,2003,34.3,3.4,3
Waitarere Beach,47,5,126,a,3,24.15,491,2004,32.5,3.1,4
Waitarere Beach,47,5,126,a,4,26.375,489,2005,31.4,3.8,5
Waitarere Beach,47,5,126,a,5,19.825,503,2006,30.5,3.9,6
Waitarere Beach,47,5,126,a,6,27.55,489,2007,31.8,2.9,7
Waitarere Beach,47,5,126,a,7,20.85,513,2008,32.5,3.5,8
Waitarere Beach,47,5,126,a,8,22.875,522,2009,33.1,4.6,9
Waitarere Beach,47,5,126,a,9,19.125,486,2010,30,5,10
Waitarere Beach,47,5,126,a,10,6.625,486,2011,25.6,6.7,11
Waitarere Beach,47,5,158,x,1,13.25,406,2004,33,3.1,4
Waitarere Beach,47,5,158,x,2,18.875,397,2005,29,4.5,5
Waitarere Beach,47,5,158,x,3,17.725,404,2006,25.5,6,6
Waitarere Beach,47,5,158,x,4,18.125,406,2007,22.8,6.8,7
Waitarere Beach,47,5,158,x,5,11.45,462,2008,16.7,10,8
Waitarere Beach,47,5,158,x,6,9.525,467,2009,14.4,11.5,9
Waitarere Beach,47,5,158,x,7,10.05,502,2010,13.5,13.1,10
Waitarere Beach,47,5,158,x,8,8.225,520,2011,12.7,14.6,11
Waitarere Beach,47,5,158,a,1,12.1,404,2004,33,3.4,4
Waitarere Beach,47,5,158,a,2,18.2,398,2005,30.5,4.5,5
Waitarere Beach,47,5,158,a,3,20.55,401,2006,26.3,5.6,6
Waitarere Beach,47,5,158,a,4,20.85,380,2007,26.3,5.2,7
Waitarere Beach,47,5,158,a,5,13.525,461,2008,18.3,9.6,8
Waitarere Beach,47,5,158,a,6,12.85,488,2009,15.1,11.3,9
Waitarere Beach,47,5,158,a,7,11.75,519,2010,14.6,12.4,10
Waitarere Beach,47,5,158,a,8,7.675,506,2011,13.5,13.4,11
Waitarere Beach,47,5,159,x,1,16,383,2003,37,2.5,3
Waitarere Beach,47,5,159,x,2,22.975,361,2004,38.5,2.2,4
Waitarere Beach,47,5,159,x,3,23.75,392,2005,40.1,2.4,5
Waitarere Beach,47,5,159,x,4,19.9,479,2006,41.1,2.5,6
Waitarere Beach,47,5,159,x,5,22.175,475,2007,38,2.7,7
Waitarere Beach,47,5,159,x,6,14.925,461,2008,31.1,4.5,8
Waitarere Beach,47,5,159,x,7,13.85,424,2009,26.2,5.9,9
Waitarere Beach,47,5,159,x,8,11.575,430,2010,21.4,7.8,10
Waitarere Beach,47,5,159,x,9,8.1,464,2011,17,10.2,11
Waitarere Beach,47,5,159,a,1,17.625,404,2003,35.1,2.6,3
Waitarere Beach,47,5,159,a,2,26.125,426,2004,34.8,2.7,4
Waitarere Beach,47,5,159,a,3,28.55,385,2005,33.5,2.9,5
Waitarere Beach,47,5,159,a,4,20.3,426,2006,32.7,4,6
Waitarere Beach,47,5,159,a,5,18.15,417,2007,28.8,4.3,7
Waitarere Beach,47,5,159,a,6,12.5,454,2008,24.8,6.8,8
Waitarere Beach,47,5,159,a,7,9.975,455,2009,21.1,8.5,9
Waitarere Beach,47,5,159,a,8,10.375,450,2010,18.7,9,10
Waitarere Beach,47,5,159,a,9,6.175,458,2011,15.3,10.9,11
Waitarere Beach,47,5,159,v,1,21.25,404,2003,38.4,2.3,3
Waitarere Beach,47,5,159,v,2,23.8,387,2004,42,1.9,4
Waitarere Beach,47,5,159,v,3,27.2,454,2005,42.2,2.2,5
Waitarere Beach,47,5,159,v,4,23.675,498,2006,38.4,2.9,6
Waitarere Beach,47,5,159,v,5,23.15,400,2007,31.7,3.7,7
Waitarere Beach,47,5,159,v,6,15.725,495,2008,27.8,5.6,8
Waitarere Beach,47,5,159,v,7,12.15,407,2009,27.4,5.1,9
Waitarere Beach,47,5,159,v,8,11,419,2010,21.6,7.3,10
Waitarere Beach,47,5,159,v,9,8.775,476,2011,19.7,8.7,11
Waitarere Beach,47,5,159,b,1,18.7,392,2003,36.6,2.2,3
Waitarere Beach,47,5,159,b,2,20.725,421,2004,38.8,1.7,4
Waitarere Beach,47,5,159,b,3,21.75,396,2005,39.1,2,5
Waitarere Beach,47,5,159,b,4,18.75,436,2006,39.8,2.4,6
Waitarere Beach,47,5,159,b,5,18.675,406,2007,34.6,3.3,7
Waitarere Beach,47,5,159,b,6,16.025,456,2008,29,5.5,8
Waitarere Beach,47,5,159,b,7,12.125,447,2009,25.4,7,9
Waitarere Beach,47,5,159,b,8,11.775,434,2010,21.3,8.5,10
Waitarere Beach,47,5,159,b,9,8.175,470,2011,16.3,11.6,11
Waitarere Beach,47,5,162,x,1,3.775,414,2002,35,2.6,2
Waitarere Beach,47,5,162,x,2,7,398,2003,32.6,3.6,3
Waitarere Beach,47,5,162,x,3,21.675,370,2004,28.9,3.9,4
Waitarere Beach,47,5,162,x,4,21.725,401,2005,28.7,4.9,5
Waitarere Beach,47,5,162,x,5,17.35,417,2006,26.2,5.9,6
Waitarere Beach,47,5,162,x,6,18.05,385,2007,23.7,6.1,7
Waitarere Beach,47,5,162,x,7,12.4,451,2008,18.8,9,8
Waitarere Beach,47,5,162,x,8,9.1,447,2009,16.4,10.1,9
Waitarere Beach,47,5,162,x,9,8.475,429,2010,16.5,9.1,10
Waitarere Beach,47,5,162,x,10,5.75,484,2011,12.8,14,11
Waitarere Beach,47,5,162,a,1,4.25,393,2002,37.2,3,2
Waitarere Beach,47,5,162,a,2,7.175,396,2003,36.2,3,3
Waitarere Beach,47,5,162,a,3,20.55,372,2004,31.1,3.8,4
Waitarere Beach,47,5,162,a,4,25.25,423,2005,30.4,4.3,5
Waitarere Beach,47,5,162,a,5,20.9,429,2006,27,5.3,6
Waitarere Beach,47,5,162,a,6,21.225,387,2007,27.2,4.9,7
Waitarere Beach,47,5,162,a,7,12.275,480,2008,20.4,8.7,8
Waitarere Beach,47,5,162,a,8,10.025,472,2009,16.6,10.4,9
Waitarere Beach,47,5,162,a,9,8.7,439,2010,15.1,10,10
Waitarere Beach,47,5,162,a,10,3.8,478,2011,13.8,13.8,11
Waitarere Beach,47,5,166,x,1,5.025,460,2002,43.7,2.1,2
Waitarere Beach,47,5,166,x,2,12,367,2003,35.2,2.3,3
Waitarere Beach,47,5,166,x,3,21.825,377,2004,38.4,1.9,4
Waitarere Beach,47,5,166,x,4,24.1,423,2005,36.2,2.8,5
Waitarere Beach,47,5,166,x,5,21.5,465,2006,35.5,3.4,6
Waitarere Beach,47,5,166,x,6,24.225,445,2007,33.9,3.6,7
Waitarere Beach,47,5,166,x,7,18.25,471,2008,29.7,4.8,8
Waitarere Beach,47,5,166,x,8,13.575,417,2009,25.9,5.8,9
Waitarere Beach,47,5,166,x,9,9.825,432,2010,20.1,8.1,10
Waitarere Beach,47,5,166,x,10,6.95,477,2011,15.9,11.7,11
Waitarere Beach,47,5,166,a,1,5.875,414,2002,40.2,1.5,2
Waitarere Beach,47,5,166,a,2,13.425,372,2003,36.4,2.3,3
Waitarere Beach,47,5,166,a,3,22.375,345,2004,37.4,2,4
Waitarere Beach,47,5,166,a,4,27.725,438,2005,34.4,2.8,5
Waitarere Beach,47,5,166,a,5,23.325,495,2006,31,3.2,6
Waitarere Beach,47,5,166,a,6,21.75,435,2007,30.3,4.1,7
Waitarere Beach,47,5,166,a,7,15.475,447,2008,24.8,6.3,8
Waitarere Beach,47,5,166,a,8,11.55,436,2009,23.1,7,9
Waitarere Beach,47,5,166,a,9,10.25,436,2010,21.8,7.5,10
Waitarere Beach,47,5,166,a,10,5.875,449,2011,17.6,10,11
Waitarere Beach,47,5,166,v,1,11.375,378,2003,30.9,3.7,3
Waitarere Beach,47,5,166,v,2,21.875,339,2004,37.3,2.7,4
Waitarere Beach,47,5,166,v,3,22,393,2005,33.6,3.8,5
Waitarere Beach,47,5,166,v,4,21.275,436,2006,31.9,4.5,6
Waitarere Beach,47,5,166,v,5,17.45,428,2007,29.6,4.8,7
Waitarere Beach,47,5,166,v,6,11.6,485,2008,25,6.9,8
Waitarere Beach,47,5,166,v,7,10.65,424,2009,22.2,7,9
Waitarere Beach,47,5,166,v,8,7.65,422,2010,20.2,7.9,10
Waitarere Beach,47,5,166,v,9,5.275,464,2011,16.4,11.3,11
Waitarere Beach,47,5,166,b,1,18.875,361,2003,33.7,3.4,3
Waitarere Beach,47,5,166,b,2,27.2,388,2004,39.3,2.5,4
Waitarere Beach,47,5,166,b,3,25.625,409,2005,36.8,3.2,5
Waitarere Beach,47,5,166,b,4,19.75,476,2006,34.8,4.4,6
Waitarere Beach,47,5,166,b,5,25.4,460,2007,32.1,4.3,7
Waitarere Beach,47,5,166,b,6,17.1,459,2008,27.4,5.8,8
Waitarere Beach,47,5,166,b,7,12.25,445,2009,23.7,7.2,9
Waitarere Beach,47,5,166,b,8,10.3,426,2010,22.5,6.9,10
Waitarere Beach,47,5,166,b,9,6.525,417,2011,18.1,9.5,11
Waitarere Beach,47,5,174,x,1,2.95,608,2003,32.2,4.5,3
Waitarere Beach,47,5,174,x,2,24.25,407,2004,37,2.5,4
Waitarere Beach,47,5,174,x,3,24.8,410,2005,33.6,2.8,5
Waitarere Beach,47,5,174,x,4,24,436,2006,31.8,3.3,6
Waitarere Beach,47,5,174,x,5,21.95,412,2007,29.1,4,7
Waitarere Beach,47,5,174,x,6,15.875,444,2008,25.6,5.9,8
Waitarere Beach,47,5,174,x,7,14.15,438,2009,24.1,6.5,9
Waitarere Beach,47,5,174,x,8,11.125,469,2010,20.7,8.4,10
Waitarere Beach,47,5,174,x,9,9.4,505,2011,17.2,11.5,11
Waitarere Beach,47,5,174,a,1,2.775,421,2003,35.4,3,3
Waitarere Beach,47,5,174,a,2,23.425,379,2004,35.1,2.8,4
Waitarere Beach,47,5,174,a,3,21.675,401,2005,33.6,3.9,5
Waitarere Beach,47,5,174,a,4,20.6,435,2006,27.2,5.5,6
Waitarere Beach,47,5,174,a,5,23.875,418,2007,29.1,4.4,7
Waitarere Beach,47,5,174,a,6,15.6,438,2008,25.8,6.2,8
Waitarere Beach,47,5,174,a,7,11.15,467,2009,21.7,8,9
Waitarere Beach,47,5,174,a,8,8.625,459,2010,19.1,9.1,10
Waitarere Beach,47,5,174,a,9,8.425,478,2011,17.2,11.1,11
Waitarere Beach,47,5,187,x,1,2.225,481,2003,43.7,1.8,3
Waitarere Beach,47,5,187,x,2,21.675,439,2004,36.2,2.6,4
Waitarere Beach,47,5,187,x,3,16.925,423,2005,34.6,3.4,5
Waitarere Beach,47,5,187,x,4,17.8,434,2006,29.5,4.5,6
Waitarere Beach,47,5,187,x,5,18.95,401,2007,29.1,4.5,7
Waitarere Beach,47,5,187,x,6,13.35,461,2008,25,7.2,8
Waitarere Beach,47,5,187,x,7,11.3,427,2009,23.5,6.7,9
Waitarere Beach,47,5,187,x,8,10.55,440,2010,21.6,8.3,10
Waitarere Beach,47,5,187,x,9,6.8,492,2011,18.1,10.7,11
Waitarere Beach,47,5,187,a,1,2.775,448,2003,34.9,2.7,3
Waitarere Beach,47,5,187,a,2,20.25,391,2004,34.7,2.7,4
Waitarere Beach,47,5,187,a,3,18.825,410,2005,30.4,3.8,5
Waitarere Beach,47,5,187,a,4,19.475,439,2006,29.9,4.6,6
Waitarere Beach,47,5,187,a,5,22.1,413,2007,29.4,4.7,7
Waitarere Beach,47,5,187,a,6,15,464,2008,26.8,6.2,8
Waitarere Beach,47,5,187,a,7,10.875,446,2009,24.1,7,9
Waitarere Beach,47,5,187,a,8,8.525,459,2010,20.7,8.3,10
Waitarere Beach,47,5,187,a,9,5.525,504,2011,17.2,11.7,11
Waitarere Beach,47,5,231,x,1,13.7,462,2004,35.7,4.2,4
Waitarere Beach,47,5,231,x,2,17.825,429,2005,35,3.9,5
Waitarere Beach,47,5,231,x,3,17.625,447,2006,31.4,4.6,6
Waitarere Beach,47,5,231,x,4,19.9,448,2007,28.8,5.4,7
Waitarere Beach,47,5,231,x,5,14.65,464,2008,25.7,7,8
Waitarere Beach,47,5,231,x,6,10.7,459,2009,21.6,8.4,9
Waitarere Beach,47,5,231,x,7,9.525,485,2010,19.6,9.8,10
Waitarere Beach,47,5,231,x,8,6.625,486,2011,18.4,10.2,11
Waitarere Beach,47,5,231,a,1,15.425,451,2004,32.9,4.4,4
Waitarere Beach,47,5,231,a,2,17.8,434,2005,34.3,4,5
Waitarere Beach,47,5,231,a,3,16.375,441,2006,33.1,4.2,6
Waitarere Beach,47,5,231,a,4,18.65,465,2007,29.3,5.8,7
Waitarere Beach,47,5,231,a,5,12.2,491,2008,24.8,7.8,8
Waitarere Beach,47,5,231,a,6,10.2,516,2009,22,9.1,9
Waitarere Beach,47,5,231,a,7,9.5,512,2010,20.2,10.2,10
Waitarere Beach,47,5,231,a,8,6.875,547,2011,17.8,12,11
Waitarere Beach,47,5,236,x,1,2.925,449,2002,38.4,2.9,2
Waitarere Beach,47,5,236,x,2,16.725,488,2003,39.7,3,3
Waitarere Beach,47,5,236,x,3,16.1,478,2004,40.1,3.1,4
Waitarere Beach,47,5,236,x,4,23.925,465,2005,32.4,4.4,5
Waitarere Beach,47,5,236,x,5,22.25,484,2006,29.7,5.5,6
Waitarere Beach,47,5,236,x,6,24.975,467,2007,29.8,5.2,7
